Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
KAI7835482.1,Cytoplasm,,0.557699978351593,0.33869999647140503,0.19280000030994415,0.17730000615119934,0.3375000059604645,0.031199999153614044,0.1746000051498413,0.06629999727010727,0.24639999866485596,0.20080000162124634
KAI7835483.1,Mitochondrion,Mitochondrial transit peptide,0.3334999978542328,0.13220000267028809,0.19210000336170197,0.11739999800920486,0.7620999813079834,0.10509999841451645,0.397599995136261,0.11129999905824661,0.24560000002384186,0.09160000085830688
KAI7835491.1,Cell membrane,Signal peptide|Transmembrane domain,0.250900000333786,0.07750000059604645,0.18729999661445618,0.7566999793052673,0.11710000038146973,0.015399999916553497,0.1581999957561493,0.5486000180244446,0.25119999051094055,0.027699999511241913
KAI7835500.1,Cytoplasm,,0.7322999835014343,0.27309998869895935,0.06599999964237213,0.21860000491142273,0.33009999990463257,0.03099999949336052,0.08879999816417694,0.14339999854564667,0.1437000036239624,0.0010000000474974513
KAI7835503.1,Mitochondrion,Mitochondrial transit peptide,0.19769999384880066,0.10270000249147415,0.07819999754428864,0.10199999809265137,0.8374999761581421,0.20720000565052032,0.01860000006854534,0.03200000151991844,0.06880000233650208,0.014100000262260437
KAI7835504.1,Mitochondrion|Lysosome/Vacuole,Mitochondrial transit peptide,0.4404999911785126,0.14880000054836273,0.03720000013709068,0.2786000072956085,0.8500000238418579,0.032099999487400055,0.5910999774932861,0.6219000220298767,0.5184000134468079,0.0066999997943639755
KAI7835508.1,Extracellular|Lysosome/Vacuole,Signal peptide,0.11180000007152557,0.054099999368190765,0.7809000015258789,0.12020000070333481,0.0794999971985817,0.13429999351501465,0.4896000027656555,0.697700023651123,0.3517000079154968,0.004800000227987766
KAI7835509.1,Endoplasmic reticulum,Nuclear localization signal,0.2320999950170517,0.48420000076293945,0.09730000048875809,0.18719999492168427,0.20399999618530273,0.015300000086426735,0.5957000255584717,0.03959999978542328,0.13339999318122864,0.0017999999690800905
KAI7835527.1,Cytoplasm,,0.7851999998092651,0.335099995136261,0.10570000112056732,0.2646999955177307,0.39719998836517334,0.04560000076889992,0.09380000084638596,0.28450000286102295,0.1023000031709671,0.06129999831318855
KAI7835529.1,Mitochondrion,Mitochondrial transit peptide,0.2214999943971634,0.12160000205039978,0.05719999969005585,0.07190000265836716,0.9142000079154968,0.10010000318288803,0.08160000294446945,0.07280000299215317,0.17630000412464142,0.02979999966919422
KAI7835530.1,Cytoplasm,Peroxisomal targeting signal,0.7089999914169312,0.2637999951839447,0.03269999846816063,0.1420000046491623,0.2578999996185303,0.07829999923706055,0.1445000022649765,0.06610000133514404,0.5515999794006348,0.11209999769926071
KAI7835532.1,Plastid,Chloroplast transit peptide,0.24940000474452972,0.08079999685287476,0.054999999701976776,0.04729999974370003,0.24300000071525574,0.9027000069618225,0.0142000000923872,0.030799999833106995,0.06809999793767929,0.03189999982714653
KAI7835537.1,Mitochondrion,Mitochondrial transit peptide|Peroxisomal targeting signal,0.1762000024318695,0.1324000060558319,0.024000000208616257,0.06539999693632126,0.9279999732971191,0.03229999914765358,0.28290000557899475,0.3240000009536743,0.3165999948978424,0.053599998354911804
KAI7835539.1,Cytoplasm,,0.8048999905586243,0.15150000154972076,0.3677000105381012,0.08240000158548355,0.49300000071525574,0.16099999845027924,0.1492999941110611,0.0828000009059906,0.16619999706745148,0.0284000001847744
KAI7835540.1,Cell membrane,,0.4489000141620636,0.17069999873638153,0.16179999709129333,0.5133000016212463,0.24709999561309814,0.041600000113248825,0.1145000010728836,0.322299987077713,0.3018999993801117,0.031300000846385956
KAI7835543.1,Plastid,Chloroplast transit peptide,0.1289999932050705,0.08229999989271164,0.033799998462200165,0.10899999737739563,0.1316000074148178,0.9851999878883362,0.014499999582767487,0.026799999177455902,0.09430000185966492,0.014999999664723873
KAI7835549.1,Extracellular,Signal peptide,0.2152000069618225,0.054099999368190765,0.9465000033378601,0.30169999599456787,0.1257999986410141,0.016300000250339508,0.28870001435279846,0.2542000114917755,0.45170000195503235,0.005799999926239252
KAI7835554.1,Mitochondrion,Mitochondrial transit peptide,0.14820000529289246,0.09430000185966492,0.07689999788999557,0.04859999939799309,0.9480000138282776,0.3188000023365021,0.061799999326467514,0.056299999356269836,0.11339999735355377,0.02410000003874302
KAI7835555.1,Plastid,Chloroplast transit peptide,0.14910000562667847,0.0868000015616417,0.04580000042915344,0.08699999749660492,0.21160000562667847,0.9830999970436096,0.01489999983459711,0.030500000342726707,0.05389999970793724,0.007600000128149986
KAI7835556.1,Cytoplasm,,0.8406000137329102,0.4812000095844269,0.11670000106096268,0.1136000007390976,0.31690001487731934,0.0026000000070780516,0.0851999968290329,0.060600001364946365,0.12950000166893005,0.025100000202655792
KAI7835559.1,Extracellular,Signal peptide,0.3361999988555908,0.1137000024318695,0.5717999935150146,0.4115999937057495,0.09549999982118607,0.034299999475479126,0.20509999990463257,0.31790000200271606,0.20669999718666077,0.0015999999595806003
KAI7835561.1,Cytoplasm,Nuclear localization signal,0.8424000144004822,0.37529999017715454,0.06790000200271606,0.10260000079870224,0.35370001196861267,0.015799999237060547,0.24529999494552612,0.2337999939918518,0.17649999260902405,0.0020000000949949026
KAI7835567.1,Nucleus,,0.45840001106262207,0.5685999989509583,0.03620000183582306,0.012799999676644802,0.6234999895095825,0.03929999843239784,0.09380000084638596,0.0272000003606081,0.05169999971985817,0.004399999976158142
KAI7835568.1,Mitochondrion,Mitochondrial transit peptide,0.12559999525547028,0.07429999858140945,0.043299999088048935,0.07699999958276749,0.9617999792098999,0.29499998688697815,0.17309999465942383,0.13369999825954437,0.1460999995470047,0.04740000143647194
KAI7835592.1,Cytoplasm,,0.5248000025749207,0.25589999556541443,0.20559999346733093,0.14579999446868896,0.21580000221729279,0.006800000090152025,0.10279999673366547,0.5084999799728394,0.5131999850273132,0.00930000003427267
KAI7835594.1,Extracellular,Signal peptide,0.39579999446868896,0.4309000074863434,0.554099977016449,0.1454000025987625,0.44209998846054077,0.014299999922513962,0.28700000047683716,0.1776999980211258,0.2721000015735626,0.17319999635219574
KAI7835595.1,Cytoplasm,Nuclear export signal,0.7268999814987183,0.3955000042915344,0.03539999946951866,0.15479999780654907,0.37279999256134033,0.12319999933242798,0.27070000767707825,0.22990000247955322,0.3231000006198883,0.26669999957084656
KAI7835603.1,Mitochondrion,Mitochondrial transit peptide,0.2567000091075897,0.14069999754428864,0.2874999940395355,0.12530000507831573,0.8198999762535095,0.27320000529289246,0.34470000863075256,0.062300000339746475,0.24899999797344208,0.07769999653100967
KAI7835626.1,Cytoplasm,,0.5964999794960022,0.4675000011920929,0.12269999831914902,0.07180000096559525,0.4293000102043152,0.014299999922513962,0.19840000569820404,0.15680000185966492,0.11219999939203262,0.01510000042617321
KAI7835628.1,Cytoplasm|Extracellular,Signal peptide,0.521399974822998,0.29750001430511475,0.8698999881744385,0.19820000231266022,0.27549999952316284,0.08089999854564667,0.0430000014603138,0.12720000743865967,0.10869999974966049,0.0066999997943639755
KAI7835629.1,Cytoplasm,,0.6456000208854675,0.5206000208854675,0.03920000046491623,0.17870000004768372,0.4205999970436096,0.13300000131130219,0.18850000202655792,0.17560000717639923,0.181099995970726,0.004000000189989805
KAI7835631.1,Cytoplasm|Nucleus,Nuclear localization signal,0.5022000074386597,0.5899999737739563,0.1348000019788742,0.11500000208616257,0.5030999779701233,0.12520000338554382,0.2671999931335449,0.0885000005364418,0.28600001335144043,0.012600000016391277
KAI7835635.1,Extracellular,,0.2800999879837036,0.40869998931884766,0.42640000581741333,0.10130000114440918,0.2264000028371811,0.06040000170469284,0.26019999384880066,0.14630000293254852,0.1168999969959259,0.2874999940395355
KAI7835641.1,Mitochondrion|Plastid,Chloroplast transit peptide,0.4648999869823456,0.1695999950170517,0.2858000099658966,0.10010000318288803,0.7379000186920166,0.8169999718666077,0.16099999845027924,0.11320000141859055,0.1881999969482422,0.163100004196167
KAI7835655.1,Endoplasmic reticulum,Signal peptide,0.35199999809265137,0.20100000500679016,0.19290000200271606,0.21940000355243683,0.48030000925064087,0.2937000095844269,0.776199996471405,0.3725000023841858,0.448199987411499,0.10180000215768814
KAI7835657.1,Mitochondrion|Peroxisome,Peroxisomal targeting signal,0.27140000462532043,0.18979999423027039,0.009499999694526196,0.037700001150369644,0.6388999819755554,0.05829999968409538,0.04800000041723251,0.039400000125169754,0.2198999971151352,0.9993000030517578
KAI7835669.1,Extracellular,Signal peptide,0.33000001311302185,0.3531000018119812,0.5411999821662903,0.06700000166893005,0.2874999940395355,0.06949999928474426,0.483599990606308,0.23330000042915344,0.16130000352859497,0.10809999704360962
KAI7835671.1,Nucleus,Nuclear localization signal,0.3946000039577484,0.7096999883651733,0.1688999980688095,0.12039999663829803,0.10740000009536743,0.06109999865293503,0.040699999779462814,0.040300000458955765,0.1412999927997589,0.024800000712275505
KAI7835698.1,Mitochondrion,Mitochondrial transit peptide,0.2971999943256378,0.2615000009536743,0.13660000264644623,0.07069999724626541,0.6484000086784363,0.26350000500679016,0.607200026512146,0.1655000001192093,0.21359999477863312,0.06669999659061432
KAI7835713.1,Cytoplasm,,0.6794000267982483,0.30410000681877136,0.3901999890804291,0.10419999808073044,0.1088000014424324,0.14010000228881836,0.058800000697374344,0.12720000743865967,0.2345999926328659,0.026200000196695328
KAI7835718.1,Cytoplasm,,0.7339000105857849,0.2727000117301941,0.02930000051856041,0.1242000013589859,0.4745999872684479,0.03700000047683716,0.29159998893737793,0.2718999981880188,0.25,0.02319999970495701
KAI7835726.1,Cytoplasm,,0.5498999953269958,0.17159999907016754,0.2513999938964844,0.25609999895095825,0.38679999113082886,0.24549999833106995,0.1956000030040741,0.3474999964237213,0.3416999876499176,0.15230000019073486
KAI7835729.1,Cytoplasm,,0.7465000152587891,0.5038999915122986,0.019600000232458115,0.03290000185370445,0.1785999983549118,0.16419999301433563,0.3019999861717224,0.18449999392032623,0.2167000025510788,0.10090000182390213
KAI7835730.1,Cytoplasm,,0.710099995136261,0.42579999566078186,0.09269999712705612,0.15569999814033508,0.3172000050544739,0.16429999470710754,0.18950000405311584,0.1907999962568283,0.210999995470047,0.00430000014603138
KAI7835734.1,Plastid,Chloroplast transit peptide,0.10769999772310257,0.05999999865889549,0.05310000106692314,0.13379999995231628,0.19020000100135803,0.9567999839782715,0.02669999934732914,0.025599999353289604,0.07699999958276749,0.006000000052154064
KAI7835749.1,Cytoplasm,,0.574999988079071,0.48420000076293945,0.03229999914765358,0.18240000307559967,0.41600000858306885,0.01810000091791153,0.22519999742507935,0.07050000131130219,0.15929999947547913,0.014000000432133675
KAI7835757.1,Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.07859999686479568,0.0786999985575676,0.10760000348091125,0.4207000136375427,0.22869999706745148,0.027000000700354576,0.6003000140190125,0.6051999926567078,0.3028999865055084,0.0066999997943639755
KAI7835759.1,Plastid,Chloroplast transit peptide,0.09849999845027924,0.1014999970793724,0.0203000009059906,0.065700002014637,0.14800000190734863,0.9643999934196472,0.013700000010430813,0.01810000091791153,0.03889999911189079,0.00570000009611249
KAI7835770.1,Cytoplasm|Mitochondrion,Nuclear localization signal,0.6080999970436096,0.40049999952316284,0.02979999966919422,0.13500000536441803,0.680899977684021,0.002199999988079071,0.06949999928474426,0.06319999694824219,0.1459999978542328,0.010900000110268593
KAI7835774.1,Cytoplasm,Nuclear export signal,0.6128000020980835,0.3716000020503998,0.006599999964237213,0.19509999454021454,0.1062999963760376,0.0024999999441206455,0.15109999477863312,0.1298999935388565,0.0794999971985817,0.023800000548362732
KAI7835781.1,Cytoplasm,,0.6651999950408936,0.384799987077713,0.20340000092983246,0.11940000206232071,0.43709999322891235,0.040699999779462814,0.11349999904632568,0.048700001090765,0.17139999568462372,0.008500000461935997
KAI7835782.1,Cell membrane,Signal peptide|Transmembrane domain,0.243599995970726,0.12290000170469284,0.3073999881744385,0.7189000248908997,0.11739999800920486,0.006399999838322401,0.17900000512599945,0.5385000109672546,0.37700000405311584,0.05530000105500221
KAI7835790.1,Plastid,Chloroplast transit peptide,0.0820000022649765,0.11630000174045563,0.03610000014305115,0.10379999876022339,0.19629999995231628,0.9361000061035156,0.013399999588727951,0.027300000190734863,0.044199999421834946,0.0071000000461936
KAI7835791.1,Plastid,Chloroplast transit peptide,0.3091000020503998,0.08470000326633453,0.21089999377727509,0.09809999912977219,0.3801000118255615,0.79830002784729,0.09229999780654907,0.22169999778270721,0.12549999356269836,0.08110000193119049
KAI7835796.1,Mitochondrion,Mitochondrial transit peptide,0.11829999834299088,0.11460000276565552,0.06599999964237213,0.07329999655485153,0.9208999872207642,0.08760000020265579,0.08810000121593475,0.04650000110268593,0.08869999647140503,0.011300000362098217
KAI7835802.1,Cytoplasm,,0.7957000136375427,0.462799996137619,0.37119999527931213,0.13539999723434448,0.4025000035762787,0.032099999487400055,0.19670000672340393,0.09669999778270721,0.2167000025510788,0.06210000067949295
KAI7835803.1,Cytoplasm,,0.789900004863739,0.48260000348091125,0.38269999623298645,0.12620000541210175,0.37959998846054077,0.035999998450279236,0.20999999344348907,0.08860000222921371,0.19859999418258667,0.06449999660253525
KAI7835812.1,Cytoplasm,Peroxisomal targeting signal,0.7699000239372253,0.3089999854564667,0.05429999902844429,0.08799999952316284,0.23090000450611115,0.0066999997943639755,0.26969999074935913,0.060600001364946365,0.20419999957084656,0.30820000171661377
KAI7835816.1,Cytoplasm,Nuclear localization signal,0.6797000169754028,0.37059998512268066,0.07620000094175339,0.10740000009536743,0.18799999356269836,0.012199999764561653,0.23739999532699585,0.10450000315904617,0.23109999299049377,0.0005000000237487257
KAI7835817.1,Cytoplasm,,0.7682999968528748,0.28220000863075256,0.08709999918937683,0.06610000133514404,0.22419999539852142,0.16089999675750732,0.06989999860525131,0.48069998621940613,0.4129999876022339,0.0035000001080334187
KAI7835829.1,Endoplasmic reticulum,,0.39410001039505005,0.1664000004529953,0.1315000057220459,0.38659998774528503,0.5516999959945679,0.13459999859333038,0.6111000180244446,0.35690000653266907,0.5848000049591064,0.03779999911785126
KAI7835830.1,Cell membrane,Signal peptide|Transmembrane domain,0.3370000123977661,0.12229999899864197,0.07559999823570251,0.5264000296592712,0.20640000700950623,0.02199999988079071,0.504800021648407,0.4268999993801117,0.2851000130176544,0.0071000000461936
KAI7835839.1,Plastid,,0.13570000231266022,0.09189999848604202,0.06289999932050705,0.17579999566078186,0.5127000212669373,0.849399983882904,0.07270000129938126,0.11089999973773956,0.16300000250339508,0.019300000742077827
KAI7835841.1,Cytoplasm|Nucleus,Nuclear localization signal,0.491100013256073,0.5738000273704529,0.21240000426769257,0.05660000070929527,0.09860000014305115,0.03629999980330467,0.1387999951839447,0.04259999841451645,0.10639999806880951,0.017899999395012856
KAI7835873.1,Mitochondrion,Mitochondrial transit peptide,0.11259999871253967,0.08240000158548355,0.033399999141693115,0.13339999318122864,0.945900022983551,0.017899999395012856,0.04520000144839287,0.06520000100135803,0.1354999989271164,0.008899999782443047
KAI7835882.1,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.17020000517368317,0.11819999665021896,0.15049999952316284,0.2621000111103058,0.3488999903202057,0.01810000091791153,0.7123000025749207,0.24240000545978546,0.37880000472068787,0.004699999932199717
KAI7835888.1,Lysosome/Vacuole,,0.32339999079704285,0.120899997651577,0.06300000101327896,0.30140000581741333,0.18209999799728394,0.2587999999523163,0.39089998602867126,0.43779999017715454,0.33149999380111694,0.0027000000700354576
KAI7835890.1,Plastid,Chloroplast transit peptide,0.21490000188350677,0.05909999832510948,0.05730000138282776,0.11819999665021896,0.29089999198913574,0.9796000123023987,0.022700000554323196,0.04439999908208847,0.1274999976158142,0.020800000056624413
KAI7835894.1,Cytoplasm|Nucleus,Nuclear localization signal,0.6074000000953674,0.557200014591217,0.019600000232458115,0.06809999793767929,0.1289999932050705,0.03999999910593033,0.3271999955177307,0.19480000436306,0.05389999970793724,0.0007999999797903001
KAI7835897.1,Plastid,Chloroplast transit peptide,0.34540000557899475,0.08399999886751175,0.3601999878883362,0.13600000739097595,0.3621000051498413,0.8906000256538391,0.20800000429153442,0.11919999867677689,0.11710000038146973,0.04479999840259552
KAI7835908.1,Mitochondrion,Mitochondrial transit peptide,0.1688999980688095,0.09369999915361404,0.03310000151395798,0.08940000087022781,0.9395999908447266,0.06780000030994415,0.04450000077486038,0.08749999850988388,0.07190000265836716,0.029500000178813934
KAI7835941.1,Mitochondrion,Mitochondrial transit peptide,0.4196000099182129,0.25189998745918274,0.15479999780654907,0.1460999995470047,0.6532999873161316,0.12950000166893005,0.4426000118255615,0.09049999713897705,0.263700008392334,0.054099999368190765
KAI7835944.1,Cytoplasm,,0.6550999879837036,0.3328999876976013,0.027499999850988388,0.19709999859333038,0.15489999949932098,0.009800000116229057,0.17749999463558197,0.09799999743700027,0.251800000667572,0.03180000185966492
KAI7835947.1,Mitochondrion,,0.3849000036716461,0.4749999940395355,0.12530000507831573,0.3073999881744385,0.475600004196167,0.2639999985694885,0.1168999969959259,0.13539999723434448,0.03060000017285347,0.043800000101327896
KAI7835949.1,Plastid,Chloroplast transit peptide,0.1914999932050705,0.062199998646974564,0.07509999722242355,0.06610000133514404,0.40059998631477356,0.9587000012397766,0.025299999862909317,0.042100001126527786,0.07729999721050262,0.0763000026345253
KAI7835961.1,Cytoplasm,,0.6035000085830688,0.29820001125335693,0.04149999842047691,0.19920000433921814,0.4537999927997589,0.03689999878406525,0.0632999986410141,0.13580000400543213,0.4140999913215637,0.01269999984651804
KAI7835962.1,Mitochondrion,Mitochondrial transit peptide,0.15049999952316284,0.08709999918937683,0.04650000110268593,0.07599999755620956,0.9498999714851379,0.10369999706745148,0.06750000268220901,0.05849999934434891,0.15039999783039093,0.020999999716877937
KAI7835968.1,Cytoplasm,,0.7091000080108643,0.23010000586509705,0.40610000491142273,0.0794999971985817,0.31279999017715454,0.08879999816417694,0.10660000145435333,0.10899999737739563,0.19499999284744263,0.1371999979019165
KAI7835969.1,Mitochondrion,Mitochondrial transit peptide,0.17880000174045563,0.11509999632835388,0.10029999911785126,0.09040000289678574,0.8942999839782715,0.035999998450279236,0.05209999904036522,0.045099999755620956,0.16619999706745148,0.024700000882148743
KAI7835975.1,Cytoplasm|Nucleus,Nuclear export signal,0.6294999718666077,0.5289999842643738,0.026200000196695328,0.10119999945163727,0.3086000084877014,0.030899999663233757,0.20029999315738678,0.49549999833106995,0.3041999936103821,0.04729999974370003
KAI7835977.1,Cell membrane,Signal peptide|Transmembrane domain,0.13979999721050262,0.09380000084638596,0.25850000977516174,0.85589998960495,0.13819999992847443,0.013199999928474426,0.1356000006198883,0.484499990940094,0.18369999527931213,0.008299999870359898
KAI7835988.1,Cytoplasm|Nucleus,Nuclear localization signal,0.5029000043869019,0.8514000177383423,0.1754000037908554,0.06790000200271606,0.193900004029274,0.00039999998989515007,0.08500000089406967,0.05260000005364418,0.07800000160932541,0.00019999999494757503
KAI7835998.1,Cell membrane|Endoplasmic reticulum,Transmembrane domain,0.33799999952316284,0.3564000129699707,0.04190000146627426,0.5356000065803528,0.09719999879598618,0.01979999989271164,0.6840000152587891,0.09350000321865082,0.5152000188827515,0.0017999999690800905
KAI7835999.1,Endoplasmic reticulum,,0.35519999265670776,0.3346000015735626,0.21619999408721924,0.11800000071525574,0.4530999958515167,0.12449999898672104,0.4912000000476837,0.07810000330209732,0.29179999232292175,0.15700000524520874
KAI7836009.1,Cytoplasm|Mitochondrion,Peroxisomal targeting signal,0.6306999921798706,0.0940999984741211,0.09390000253915787,0.08869999647140503,0.6891999840736389,0.031700000166893005,0.349700003862381,0.24279999732971191,0.6442999839782715,0.5855000019073486
KAI7836016.1,Plastid,,0.12240000069141388,0.094200000166893,0.10639999806880951,0.09730000048875809,0.3068000078201294,0.774399995803833,0.0430000014603138,0.01850000023841858,0.0681999996304512,0.009700000286102295
KAI7836039.1,Golgi apparatus,Signal peptide|Transmembrane domain,0.16590000689029694,0.0794999971985817,0.33379998803138733,0.5090000033378601,0.1444000005722046,0.02070000022649765,0.5220000147819519,0.3955000042915344,0.7516000270843506,0.03350000083446503
